"user_id","level_id","avatar","bike","bike_sharing_user","car_sharing_user","pooling_passenger","pooling_pilot","city_name","car_owning_answer","moto_owning_answer","car_id","moto_id","created_at","mfr_distance","tot_trip","tot_km","tot_min","tot_points","walk_trip","walk_km","walk_min","walk_points","bike_trip","bike_km","bike_min","bike_points","tpl_trip","tpl_km","tpl_min","tpl_points","mft_trip","mft_km","mft_min","mft_points","mft_walk_trip","mft_walk_km","mft_walk_min","mft_walk_points","mft_bike_trip","mft_bike_km","mft_bike_min","mft_bike_points","mft_tpl_trip","mft_tpl_km","mft_tpl_min","mft_tpl_points","mft_id","walk","bike","bus","car_pooling","car","motorbike","registration_from_referral","num_positive_referral","num_follower","num_following"
701,1,6,0,false,false,false,false,"Ho Chi Minh City",0,1,NULL,17,"2019-01-12",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
702,1,10,1,false,false,false,false,NULL,1,0,15,NULL,"2019-01-12",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
704,1,28,1,true,false,false,false,"Barcelona",1,0,45,NULL,"2019-01-12",0,32,66.043,695,9537,4,4,86,1099,27,60,592,8438,1,7,16,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
705,1,11,1,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-01-13",2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
706,1,20,1,false,false,false,false,"Brugge",1,0,20,NULL,"2019-01-13",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
707,1,12,1,false,false,false,false,"Palermo",1,0,15,NULL,"2019-01-13",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
708,2,20,1,false,true,false,false,"Torino",1,1,55,9,"2019-01-15",0,116,182.101,1739,26705,52,18,639,4694,57,132,937,20266,7,33,162,1745,30,54,417,8673,11,5,132,910,19,49,284,7763,0,NULL,NULL,NULL,817,0,0,0,0,0,0,0,0,0,0
709,1,13,1,false,false,false,false,"Torino",1,1,29,NULL,"2019-01-16",5068,41,138.626,2775,27681,16,26,1616,8606,25,121,1159,19075,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
710,1,22,0,false,false,false,false,"Barcelona",0,0,1,NULL,"2019-01-17",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
711,1,8,0,true,false,false,false,"Barcelona",1,0,16,NULL,"2019-01-17",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
712,1,11,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-17",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
713,1,27,0,false,false,false,false,"Palermo",0,1,NULL,12,"2019-01-17",4455,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
714,1,25,1,false,false,false,false,"Bologna",1,0,27,NULL,"2019-01-18",4,1,0.072999999999999,1,NULL,1,0,1,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
715,1,1,1,false,true,false,false,"Sevilla",1,0,1,NULL,"2019-01-18",0,17,12.365,720,2683,11,3,552,1639,6,7,168,1044,0,NULL,NULL,NULL,2,0,5,53,2,0,5,53,0,NULL,NULL,NULL,0,NULL,NULL,NULL,834,0,0,0,0,0,0,0,0,0,0
716,1,31,1,false,false,false,false,"Barcelona",1,0,37,NULL,"2019-01-19",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
717,1,3,1,false,false,false,false,"Palermo",1,1,3,20,"2019-01-19",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
718,1,1,1,true,true,false,false,"Torino",2,0,8,NULL,"2019-01-21",0,228,474.721,41589,67150,173,313,36060,58349,3,0,2,31,52,167,5527,8770,15,14,4033,2995,14,7,3179,2512,0,NULL,NULL,NULL,1,7,853,483,838,0,0,0,0,0,0,0,0,0,0
719,1,32,1,false,false,false,false,"Torino",0,0,NULL,NULL,"2019-01-21",0,5,7.696,67,908,0,NULL,NULL,NULL,5,7,67,908,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
720,1,15,1,false,false,false,false,"Torino",1,0,55,NULL,"2019-01-21",0,10,31.812,251,4803,0,NULL,NULL,NULL,10,30,251,4803,0,NULL,NULL,NULL,1,4,35,607,0,NULL,NULL,NULL,1,4,35,607,0,NULL,NULL,NULL,840,0,0,0,0,0,0,0,0,0,0
721,1,10,0,false,false,false,false,"Torino",0,0,NULL,NULL,"2019-01-21",0,7,17.144,136,1619,5,0,46,559,0,NULL,NULL,NULL,2,16,89,1060,1,0,8,99,1,0,8,99,0,NULL,NULL,NULL,0,NULL,NULL,NULL,844,0,0,0,0,0,0,0,0,0,0
722,1,18,0,false,false,false,false,"Fundão",1,0,7,NULL,"2019-01-22",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
723,1,23,0,false,false,false,false,"Fundão",1,0,17,NULL,"2019-01-22",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
724,1,24,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-24",4453,4,0.371,149,101,1,0,81,101,2,0,49,0,1,0,18,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
725,1,1,1,false,true,false,false,"Torino",1,0,9,NULL,"2019-01-24",0,4,14.356,63,2279,0,NULL,NULL,NULL,4,14,63,2279,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
726,1,24,0,false,false,false,false,"Palermo",0,0,NULL,1,"2019-01-25",1,1,0.024,0,NULL,1,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
727,1,27,0,false,true,false,false,"Palermo",0,0,NULL,NULL,"2019-01-25",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
728,1,32,0,false,false,false,false,"Palermo",0,0,NULL,1,"2019-01-25",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
729,1,36,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-25",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
730,1,15,0,true,false,false,false,"Barcelona",0,0,NULL,NULL,"2019-01-28",0,67,93.011,4779,13814,37,18,369,4662,21,43,2238,7177,2,7,50,463,11,20,4072,1930,6,2,105,547,1,3,1922,438,0,NULL,NULL,NULL,867,0,0,0,0,0,0,2,2,2,2
731,1,39,0,false,false,false,false,"Palermo",1,0,33,NULL,"2019-01-28",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
732,1,30,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-28",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
733,3,28,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-28",0,1721,2608.87500000001,51150,540685,1398,1830,46011,457417,311,661,4918,79861,8,21,135,1066,296,403,12900,121487,288,399,12761,121062,7,4,132,425,1,0,6,NULL,870,0,0,0,0,0,0,1,12,12,6
734,1,13,0,false,false,false,false,"Palermo",1,0,51,NULL,"2019-01-28",0,6,32.626,611,3598,3,8,231,1186,3,24,379,2412,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
736,1,12,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-28",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
737,1,26,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-28",0,4,4.445,1519,1431,4,5,1519,1431,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
738,1,23,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-28",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
739,1,35,0,false,false,false,false,"Palermo",2,0,19,NULL,"2019-01-28",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
740,1,32,0,false,false,false,false,"Firenze",0,0,NULL,NULL,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
741,1,39,0,false,false,false,false,"Bruxelles - Brussel",0,0,NULL,NULL,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
742,1,2,0,false,false,false,false,"Palermo",2,2,39,4,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
743,1,32,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
744,1,24,1,false,false,false,false,"Grenoble",1,0,38,NULL,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
745,1,8,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-29",4453,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
746,2,54,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-29",0,54,60.469,917,19848,53,55,909,19713,0,NULL,NULL,NULL,1,2,7,135,27,27,468,10675,27,27,468,10675,0,NULL,NULL,NULL,0,NULL,NULL,NULL,2453,0,0,0,0,0,0,0,0,0,0
747,1,47,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-01-29",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
748,1,31,1,false,true,false,false,"Timișoara",1,0,36,NULL,"2019-01-31",0,3,6.001,1631,0,3,6,1631,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
749,1,18,0,false,false,false,false,"Amsterdam",0,1,NULL,17,"2019-01-31",0,22,95.46,761,6954,8,8,343,190,13,86,417,6764,1,0,1,NULL,4,0,239,48,4,0,239,48,0,NULL,NULL,NULL,0,NULL,NULL,NULL,892,0,0,0,0,0,0,0,0,0,0
750,1,26,0,false,false,false,false,"Barcelona",1,0,38,NULL,"2019-01-31",0,127,684.851,2344,47988,59,28,617,9242,0,NULL,NULL,NULL,17,221,366,12341,7,0,86,485,7,0,86,485,0,NULL,NULL,NULL,0,NULL,NULL,NULL,893,0,0,0,0,0,0,0,1,1,0
751,1,26,0,false,false,false,false,"Palermo",0,1,NULL,11,"2019-02-01",0,1,0.033,20820,NULL,1,0,20820,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,0,20820,NULL,1,0,20820,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,894,0,0,0,0,0,0,0,0,0,0
752,1,9,0,true,true,false,false,"Palermo",0,0,1,NULL,"2019-02-01",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
753,1,35,0,false,false,false,false,"Palermo",0,1,NULL,10,"2019-02-02",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
754,1,10,0,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-02-02",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
755,1,42,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-02-03",0,2,4.841,2990,244,2,5,2990,244,0,NULL,NULL,NULL,0,NULL,NULL,NULL,2,5,2990,244,2,5,2990,244,0,NULL,NULL,NULL,0,NULL,NULL,NULL,899,0,0,0,0,0,0,0,0,0,0
756,1,32,0,false,false,false,false,"Palermo",1,0,31,NULL,"2019-02-03",0,2,7.074,18,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,2,7,18,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
757,1,15,1,false,false,false,false,"Gent",1,0,29,NULL,"2019-02-04",0,1,3.303,12,537,0,NULL,NULL,NULL,1,3,12,537,0,NULL,NULL,NULL,1,3,12,537,0,NULL,NULL,NULL,1,3,12,537,0,NULL,NULL,NULL,3289,0,0,0,0,0,0,0,0,0,0
758,1,31,0,false,false,false,false,"Palermo",0,0,1,NULL,"2019-02-04",1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
759,1,17,0,false,false,false,false,"Palermo",0,1,NULL,20,"2019-02-04",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
760,1,39,0,false,false,false,false,"Gent",1,0,40,NULL,"2019-02-04",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
761,1,31,0,false,false,false,false,"Palermo",1,0,29,NULL,"2019-02-04",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
762,1,39,0,false,false,false,false,"Palermo",1,0,18,NULL,"2019-02-05",0,1,0.008999999999999,5,NULL,1,0,5,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
763,1,33,0,false,false,false,false,"Palermo",0,0,NULL,1,"2019-02-05",0,5,11.144,15193,2318,3,7,6497,2217,1,1,37,101,1,4,8659,NULL,1,5,1243,1499,1,5,1243,1499,0,NULL,NULL,NULL,0,NULL,NULL,NULL,908,0,0,0,0,0,0,0,0,0,0
764,1,24,0,false,true,false,false,"Teresina",0,0,NULL,NULL,"2019-02-05",5,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
765,1,39,1,false,false,false,false,"København",0,0,NULL,NULL,"2019-02-05",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
766,1,10,0,false,false,false,false,"Utrecht",0,0,NULL,NULL,"2019-02-05",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
767,1,26,0,false,false,false,false,"Utrecht",1,0,18,NULL,"2019-02-05",5814,3,3.115,67,1155,3,3,67,1155,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
768,1,39,0,true,true,false,false,"Bari",0,0,1,NULL,"2019-02-06",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
769,1,13,0,false,false,false,false,"Luxembourg",0,0,NULL,NULL,"2019-02-06",4,2,1.479,54,505,2,2,54,505,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
770,1,23,1,false,false,false,false,"Rotterdam",2,0,39,NULL,"2019-02-06",5534,2,3.834,33,1352,2,4,33,1352,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
771,1,23,0,false,false,false,false,"Amsterdam",0,0,NULL,NULL,"2019-02-06",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
772,1,1,1,true,false,false,false,"Amsterdam",1,1,1,24,"2019-02-06",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
773,1,36,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-02-06",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
774,1,39,0,false,false,false,false,"Birmingham",0,0,NULL,NULL,"2019-02-07",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
775,1,24,1,true,true,false,false,"Palermo",0,1,NULL,12,"2019-02-07",0,8,10.608,114,1970,6,5,75,1577,0,NULL,NULL,NULL,2,6,38,393,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
776,1,22,0,true,true,false,false,"Bologna",0,0,NULL,NULL,"2019-02-07",0,6,6.959,2807,1171,5,2,2788,1116,0,NULL,NULL,NULL,1,4,19,55,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
777,1,15,0,true,false,false,false,"Bologna",0,0,NULL,NULL,"2019-02-07",1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
778,1,25,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-02-07",0,1,0.697999999999999,3,107,0,NULL,NULL,NULL,1,1,3,107,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
779,1,27,0,false,false,false,false,"Torino",0,0,NULL,NULL,"2019-02-08",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
780,1,3,1,true,true,false,false,"Palermo",1,0,13,NULL,"2019-02-10",0,3,1.396,9,90,2,0,7,90,0,NULL,NULL,NULL,1,1,2,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
781,1,7,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-02-11",0,1,0.141999999999999,3,43,1,0,3,43,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
